我刚更新了#微博客户端冬季版#1.信息流全面支持赞；2.新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；3.优化发布器，支持显示当前帐号昵称；4.支持手势返回前页。下载地址：http://t.cn/zlB2BEw	“功能”不是一个命名实体
我刚更新了#微博客户端冬季版#1.信息流全面支持赞；2.新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；3.优化发布器，支持显示当前帐号昵称；4.支持手势返回前页。下载地址：http://t.cn/zlB2BEw	“支持”不是一个命名实体
我用啪啪发了张有声照片，快来听一下来自啪啪	“啪啪”不是一个命名实体
心情不好有点郁闷//@宇晗道长_:怎么了	“宇晗道长”是一个人名实体
心情不好有点郁闷//@宇晗道长_:怎么了	“有点”不是一个命名实体
【双11上手机淘宝不只是5折】用手机快人一步抢先下单，更有1000W免单等你来抢！详情：m.taobao.com2013秋冬季新款新品女装韩版潮长袖套头原宿卫衣外套女254279Chttp://t.cn/zRT7vhU	“女装”不是一个命名实体
方文山打动人心的填词:1.最美的不是下雨天，是曾与你躲过雨的屋檐。——《不能说的秘密》。2.也许时间是一种解药，也是我现在所服下的毒药。——《彩虹》。3.而我已经分不清你是友情还是错过的爱情---《蒲公英的约定》。4.转身离开，分手说不出来，海鸟跟鱼相爱，只是一场意外。——《珊瑚海》。	“方文山”是一个人名实体
方文山打动人心的填词:1.最美的不是下雨天，是曾与你躲过雨的屋檐。——《不能说的秘密》。2.也许时间是一种解药，也是我现在所服下的毒药。——《彩虹》。3.而我已经分不清你是友情还是错过的爱情---《蒲公英的约定》。4.转身离开，分手说不出来，海鸟跟鱼相爱，只是一场意外。——《珊瑚海》。	“珊瑚海”不是一个命名实体
一天比一天烦躁，不知道什么时候才能安静下来。好累。	“不”不是一个命名实体
小和尚救蚂蚁:古时有位道高德重的僧人，静坐入定后，看见寺里一个小和尚，再过七天就要死了，因此便打发他回家看看父母，并告诉他到第八天再回寺里来，意思是让他死在自己家中。这小和尚到了限定的日子，果然回来了.	“有”不是一个命名实体
儿童节快乐啊，是不是红灯挂满啊哈哈哈@他们叫我Young我在:http://t.cn/zHS0rgj	“啊”不是一个命名实体
肯德基的楚味鸡翅，我吃出了周黑鸭的味道[汗][汗]	“肯德基”是一个组织实体
肯德基的楚味鸡翅，我吃出了周黑鸭的味道[汗][汗]	“]”不是一个命名实体
lmissyoumm[害羞][爱你]//@朴信惠:大家好～～^_^，好久不见，大家都还健康吧～？我现在在努力的拍摄继承者们中～～～，韩国的天气变的很冷中国的怎么样啊？！，大家要小心不要感冒哦～～我想你们～～～！！！	“朴信惠”是一个人名实体
lmissyoumm[害羞][爱你]//@朴信惠:大家好～～^_^，好久不见，大家都还健康吧～？我现在在努力的拍摄继承者们中～～～，韩国的天气变的很冷中国的怎么样啊？！，大家要小心不要感冒哦～～我想你们～～～！！！	“韩国”是一个地缘政治实体名实体
lmissyoumm[害羞][爱你]//@朴信惠:大家好～～^_^，好久不见，大家都还健康吧～？我现在在努力的拍摄继承者们中～～～，韩国的天气变的很冷中国的怎么样啊？！，大家要小心不要感冒哦～～我想你们～～～！！！	“中国”是一个地缘政治实体名实体
lmissyoumm[害羞][爱你]//@朴信惠:大家好～～^_^，好久不见，大家都还健康吧～？我现在在努力的拍摄继承者们中～～～，韩国的天气变的很冷中国的怎么样啊？！，大家要小心不要感冒哦～～我想你们～～～！！！	“lmissyoumm”不是一个命名实体
lmissyoumm[害羞][爱你]//@朴信惠:大家好～～^_^，好久不见，大家都还健康吧～？我现在在努力的拍摄继承者们中～～～，韩国的天气变的很冷中国的怎么样啊？！，大家要小心不要感冒哦～～我想你们～～～！！！	“你”不是一个命名实体
lmissyoumm[害羞][爱你]//@朴信惠:大家好～～^_^，好久不见，大家都还健康吧～？我现在在努力的拍摄继承者们中～～～，韩国的天气变的很冷中国的怎么样啊？！，大家要小心不要感冒哦～～我想你们～～～！！！	“都”不是一个命名实体
#与求代言网关注微小事物关注转发有礼#强烈支持转发。转发此微博:期待~地址：http://t.cn/8kx7uNQ	“#”不是一个命名实体
昆凌和锦荣在一起无语了。。。汗汗汗	“昆凌”是一个人名实体
昆凌和锦荣在一起无语了。。。汗汗汗	“锦荣”是一个人名实体
昆凌和锦荣在一起无语了。。。汗汗汗	“语”不是一个命名实体
昆凌和锦荣在一起无语了。。。汗汗汗	“汗”不是一个命名实体
接受中醫藥緣雜誌訪問，帶埋個仔出鏡。我在:http://t.cn/zHDZ6Rz	“中醫藥緣雜誌”是一个组织实体
接受中醫藥緣雜誌訪問，帶埋個仔出鏡。我在:http://t.cn/zHDZ6Rz	“http”不是一个命名实体
俩个富二代在为晚上的活动找姑娘。。哎。。。我这穷人情何以堪。。。陈雨奇葩的世界什么时候都饿的人	“陈雨”是一个人名实体
俩个富二代在为晚上的活动找姑娘。。哎。。。我这穷人情何以堪。。。陈雨奇葩的世界什么时候都饿的人	“何以”不是一个命名实体
半睡半醒的过了三小时后，我决定不做无谓的抵抗了，反正睡意不来，我就算闭着眼再多几个小时，还这样。。对于春节，有过好多想法，比如去一直想去没去的城市，比如到他家给他个惊喜，比如就呆在出租屋里买一大堆吃的闭门半个月，，结果还是决定回家，虽然我都不知道我住哪，但我会回去，若不回，更可怜	“可怜”不是一个命名实体
今天比赛上场特紧张，这个第五名就像砸我头上的，嘿嘿，比赛前厚着脸皮拉着顾老师合了好几张嘿嘿嘿嘿驰鸣天下顾天池	“顾天池”是一个人名实体
今天比赛上场特紧张，这个第五名就像砸我头上的，嘿嘿，比赛前厚着脸皮拉着顾老师合了好几张嘿嘿嘿嘿驰鸣天下顾天池	“天下”不是一个命名实体
年轻时总爱思考人生，其实只要把自己的生活过好爱你的人自然会祝福	“的”不是一个命名实体
快来和我一起使用安全管家，防骚扰、手机杀毒、流量监控，全方位保护手机不管你信不信，我反正信了。	“信”不是一个命名实体
哈哈哈哈哈哈吃布丁的维尼熊没兴趣，起来，我不厚道的笑了宋晚晚起开哈哈	“宋晚晚”是一个人名实体
哈哈哈哈哈哈吃布丁的维尼熊没兴趣，起来，我不厚道的笑了宋晚晚起开哈哈	“兴趣”不是一个命名实体
亨调蔬菜时，如果必须要焯，焯好菜的水最好尽量利用。如做水饺的菜，焯好的水可适量放在肉馅里，这样既保证营养，又使水饺馅味美有汤:-)	“水饺”不是一个命名实体
爱情是把心交给别人掌握，而事业才是牢牢掌控自己的人生。独立的人生，那才是爱情的底线。	“的”不是一个命名实体
【12星座中最相似的2个星座】水瓶座和天蝎座：都具有神秘的特性。俩人性格捉摸不定，最冷静，最理智，最让人摸不透，猜不着，都充满着智慧的灵活头脑，个性坚毅，有较强的毅力；颇有自恋倾向。处事稳重，外表冷漠，内心热情洋溢。同时都比较讲义气，是最优秀的朋友。	“水”不是一个命名实体
哇我和韩佳人的穿衣风格相似度竟然是重庆校园跳蚤市场德国迷你宝贝亲子育儿小帖士你们感受一下	“韩佳人”是一个人名实体
哇我和韩佳人的穿衣风格相似度竟然是重庆校园跳蚤市场德国迷你宝贝亲子育儿小帖士你们感受一下	“重庆”是一个地缘政治实体名实体
哇我和韩佳人的穿衣风格相似度竟然是重庆校园跳蚤市场德国迷你宝贝亲子育儿小帖士你们感受一下	“德国”是一个地缘政治实体名实体
哇我和韩佳人的穿衣风格相似度竟然是重庆校园跳蚤市场德国迷你宝贝亲子育儿小帖士你们感受一下	“我”不是一个命名实体
哇我和韩佳人的穿衣风格相似度竟然是重庆校园跳蚤市场德国迷你宝贝亲子育儿小帖士你们感受一下	“和”不是一个命名实体
哇我和韩佳人的穿衣风格相似度竟然是重庆校园跳蚤市场德国迷你宝贝亲子育儿小帖士你们感受一下	“风格”不是一个命名实体
生命就是在时空隧道不断飘移的过程，任何跌宕起伏的情节都慢慢定格成历史的追忆，任何偶遇的情景或者人物都纷纷扮演了驿站或者过客。这种飘移是短暂的，精彩终究会遗忘，热情定然会冷漠。终点总会在不经意间出现，我们终于可以放下悲喜忧欢，放下那些难以舍弃的，坦然驻足观望那许多与已无关的飘移。	“任何”不是一个命名实体
曾若彤璐骑单车的少年要考驾照驰鸣天下苦逼青年杨素晗不屑与你装霄	“曾若彤”是一个人名实体
曾若彤璐骑单车的少年要考驾照驰鸣天下苦逼青年杨素晗不屑与你装霄	“杨素晗”是一个人名实体
曾若彤璐骑单车的少年要考驾照驰鸣天下苦逼青年杨素晗不屑与你装霄	“单车”不是一个命名实体
曾若彤璐骑单车的少年要考驾照驰鸣天下苦逼青年杨素晗不屑与你装霄	“与”不是一个命名实体
#北京工美为国安加油#好活动HOLD不住了，积极来参与，鼎力支持活动，每一次转发都是幸福的传递，每一次收获都是努力的结果，怀着感恩与饱满的热情来转发！地址：http://t.cn/zQHMJoh	“北京”是一个地缘政治实体名实体
#北京工美为国安加油#好活动HOLD不住了，积极来参与，鼎力支持活动，每一次转发都是幸福的传递，每一次收获都是努力的结果，怀着感恩与饱满的热情来转发！地址：http://t.cn/zQHMJoh	“工美”是一个组织实体
#北京工美为国安加油#好活动HOLD不住了，积极来参与，鼎力支持活动，每一次转发都是幸福的传递，每一次收获都是努力的结果，怀着感恩与饱满的热情来转发！地址：http://t.cn/zQHMJoh	“国安”是一个组织实体
#北京工美为国安加油#好活动HOLD不住了，积极来参与，鼎力支持活动，每一次转发都是幸福的传递，每一次收获都是努力的结果，怀着感恩与饱满的热情来转发！地址：http://t.cn/zQHMJoh	“参与”不是一个命名实体
#北京工美为国安加油#好活动HOLD不住了，积极来参与，鼎力支持活动，每一次转发都是幸福的传递，每一次收获都是努力的结果，怀着感恩与饱满的热情来转发！地址：http://t.cn/zQHMJoh	“收获”不是一个命名实体
#北京工美为国安加油#好活动HOLD不住了，积极来参与，鼎力支持活动，每一次转发都是幸福的传递，每一次收获都是努力的结果，怀着感恩与饱满的热情来转发！地址：http://t.cn/zQHMJoh	“结果”不是一个命名实体
